tipo_documento,num_documento,nombre,correo,tiposusuario_tipo
CE,1041,Ernesto,correo4@example.com,Empleado
CIF,2489,Carlos,correo2@example.com,Recepcionista
CIF,1669,Samuel,correo3@example.com,Gerente
pasaporte,130,Carlos,correo5@example.com,Recepcionista
CIF,2136,Jenny,correo5@example.com,Empleado
CC,741,Juliana,correo5@example.com,Administrador
CE,1357,Jenny,correo4@example.com,Empleado
TI,2231,Juliana,correo2@example.com,Administrador
CC,2027,Alejandro,correo2@example.com,Recepcionista
CIF,668,Juliana,correo1@example.com,Recepcionista
CIF,1099,Juanita,correo3@example.com,Recepcionista
CIF,2045,Carlos,correo4@example.com,Gerente
TI,2360,Alejandro,correo5@example.com,Gerente
TI,1141,Juliana,correo5@example.com,Administrador
CC,1110,Juliana,correo2@example.com,Gerente
CE,1903,Carlos,correo1@example.com,Empleado
CIF,1707,Samuel,correo5@example.com,Empleado
CC,1338,Juanita,correo4@example.com,Recepcionista
TI,1002,Samuel,correo3@example.com,Empleado
CC,1712,Juliana,correo3@example.com,Gerente
pasaporte,1131,Santiago,correo2@example.com,Gerente
pasaporte,2551,Santiago,correo5@example.com,Administrador
pasaporte,1936,Samuel,correo2@example.com,Gerente
CC,1745,Santiago,correo4@example.com,Gerente
CE,1710,Juan,correo5@example.com,Administrador
pasaporte,1866,Samuel,correo4@example.com,Gerente
TI,324,Juan,correo4@example.com,Administrador
CE,800,Juan,correo2@example.com,Gerente
pasaporte,2817,Alejandro,correo3@example.com,Empleado
CIF,2301,Santiago,correo2@example.com,Administrador
CE,2110,Juanita,correo2@example.com,Gerente
TI,2215,Juanita,correo1@example.com,Recepcionista
TI,2498,Samuel,correo3@example.com,Gerente
TI,1720,Juan,correo2@example.com,Gerente
CC,2164,Santiago,correo5@example.com,Gerente
CIF,1981,Ernesto,correo3@example.com,Recepcionista
pasaporte,1498,Samuel,correo5@example.com,Gerente
CIF,212,Jenny,correo2@example.com,Recepcionista
TI,1762,Jenny,correo4@example.com,Administrador
CE,2924,Juliana,correo2@example.com,Empleado
TI,1537,Samuel,correo3@example.com,Recepcionista
pasaporte,720,Samuel,correo2@example.com,Recepcionista
pasaporte,110,Santiago,correo3@example.com,Administrador
TI,1913,Carlos,correo4@example.com,Empleado
TI,333,Santiago,correo5@example.com,Gerente
pasaporte,1037,Jenny,correo4@example.com,Administrador
pasaporte,543,Ernesto,correo1@example.com,Gerente
CIF,1615,Samuel,correo1@example.com,Gerente
CIF,2721,Jenny,correo3@example.com,Empleado
CE,2079,Carlos,correo4@example.com,Empleado
pasaporte,612,Juliana,correo1@example.com,Recepcionista
pasaporte,731,Juan,correo3@example.com,Recepcionista
CC,2422,Ernesto,correo5@example.com,Administrador
TI,2029,Juan,correo2@example.com,Administrador
pasaporte,951,Samuel,correo5@example.com,Gerente
pasaporte,235,Juliana,correo5@example.com,Recepcionista
pasaporte,2151,Santiago,correo4@example.com,Recepcionista
CC,2658,Santiago,correo1@example.com,Recepcionista
CE,2838,Jenny,correo5@example.com,Recepcionista
TI,1586,Santiago,correo2@example.com,Empleado
pasaporte,2890,Juan,correo5@example.com,Recepcionista
CC,2094,Alejandro,correo3@example.com,Empleado
CC,193,Juan,correo4@example.com,Recepcionista
CIF,2509,Ernesto,correo1@example.com,Administrador
CIF,584,Alejandro,correo1@example.com,Empleado
pasaporte,1401,Juliana,correo3@example.com,Empleado
TI,2888,Carlos,correo4@example.com,Recepcionista
CE,345,Carlos,correo3@example.com,Empleado
TI,2342,Juliana,correo2@example.com,Empleado
CC,275,Samuel,correo5@example.com,Gerente
pasaporte,1755,Juan,correo3@example.com,Gerente
CE,941,Juanita,correo3@example.com,Gerente
pasaporte,2246,Juliana,correo3@example.com,Recepcionista
CIF,2992,Jenny,correo4@example.com,Gerente
TI,1012,Samuel,correo1@example.com,Empleado
CC,538,Carlos,correo5@example.com,Recepcionista
pasaporte,2724,Ernesto,correo3@example.com,Gerente
CE,1622,Juanita,correo1@example.com,Gerente
CC,1444,Santiago,correo2@example.com,Gerente
CC,1178,Ernesto,correo3@example.com,Administrador
CE,487,Carlos,correo5@example.com,Recepcionista
CE,2498,Santiago,correo1@example.com,Administrador
CC,2794,Jenny,correo4@example.com,Administrador
CIF,109,Ernesto,correo1@example.com,Administrador
CIF,1875,Jenny,correo2@example.com,Gerente
CC,2234,Carlos,correo4@example.com,Empleado
CE,2989,Juan,correo1@example.com,Gerente
CC,1798,Samuel,correo3@example.com,Gerente
CE,2204,Jenny,correo5@example.com,Recepcionista
CE,1598,Juliana,correo2@example.com,Recepcionista
CC,2884,Alejandro,correo5@example.com,Administrador
CE,2788,Juliana,correo2@example.com,Administrador
TI,2765,Juan,correo4@example.com,Gerente
TI,2793,Juliana,correo4@example.com,Recepcionista
TI,1784,Juliana,correo1@example.com,Gerente
pasaporte,185,Santiago,correo1@example.com,Recepcionista
pasaporte,1215,Santiago,correo4@example.com,Gerente
TI,2677,Santiago,correo5@example.com,Empleado
CIF,591,Santiago,correo4@example.com,Gerente
pasaporte,2408,Alejandro,correo5@example.com,Empleado
pasaporte,1721,Jenny,correo4@example.com,Empleado
pasaporte,2410,Alejandro,correo2@example.com,Gerente
CIF,331,Ernesto,correo3@example.com,Empleado
pasaporte,1029,Ernesto,correo5@example.com,Recepcionista
CIF,1503,Juanita,correo3@example.com,Empleado
pasaporte,2149,Carlos,correo2@example.com,Administrador
pasaporte,2442,Samuel,correo5@example.com,Empleado
CE,1063,Jenny,correo4@example.com,Recepcionista
CC,2673,Alejandro,correo1@example.com,Recepcionista
CE,2828,Juanita,correo4@example.com,Gerente
TI,2218,Carlos,correo1@example.com,Recepcionista
TI,511,Juan,correo2@example.com,Administrador
pasaporte,1923,Santiago,correo2@example.com,Gerente
CC,2020,Samuel,correo4@example.com,Gerente
TI,384,Juliana,correo5@example.com,Administrador
CIF,2359,Alejandro,correo5@example.com,Recepcionista
CE,1214,Ernesto,correo1@example.com,Empleado
CC,409,Ernesto,correo1@example.com,Empleado
TI,921,Carlos,correo4@example.com,Empleado
CIF,409,Alejandro,correo2@example.com,Administrador
CE,2661,Juanita,correo3@example.com,Gerente
TI,1612,Ernesto,correo3@example.com,Administrador
pasaporte,1438,Juliana,correo2@example.com,Administrador
TI,1125,Santiago,correo4@example.com,Empleado
pasaporte,334,Ernesto,correo1@example.com,Recepcionista
CC,1924,Juan,correo3@example.com,Empleado
CC,1242,Santiago,correo1@example.com,Recepcionista
pasaporte,759,Juanita,correo3@example.com,Recepcionista
pasaporte,1971,Juliana,correo5@example.com,Administrador
pasaporte,233,Carlos,correo1@example.com,Gerente
CC,360,Santiago,correo4@example.com,Administrador
CE,2504,Juanita,correo4@example.com,Recepcionista
CC,1400,Juan,correo2@example.com,Recepcionista
pasaporte,2533,Juan,correo3@example.com,Recepcionista
CE,640,Juan,correo3@example.com,Recepcionista
CIF,1924,Santiago,correo1@example.com,Empleado
TI,472,Santiago,correo3@example.com,Administrador
CE,1439,Santiago,correo5@example.com,Administrador
CE,2226,Samuel,correo2@example.com,Recepcionista
pasaporte,195,Juanita,correo2@example.com,Empleado
CE,409,Jenny,correo2@example.com,Administrador
TI,1734,Juliana,correo3@example.com,Administrador
pasaporte,1294,Samuel,correo2@example.com,Empleado
CC,1289,Carlos,correo2@example.com,Empleado
TI,1812,Carlos,correo1@example.com,Empleado
TI,1834,Carlos,correo3@example.com,Gerente
TI,985,Jenny,correo3@example.com,Administrador
pasaporte,2466,Samuel,correo5@example.com,Gerente
pasaporte,2669,Juliana,correo5@example.com,Gerente
pasaporte,2624,Ernesto,correo2@example.com,Recepcionista
CC,2150,Samuel,correo2@example.com,Empleado
CC,2545,Carlos,correo1@example.com,Administrador
TI,1081,Santiago,correo5@example.com,Recepcionista
pasaporte,1603,Juan,correo4@example.com,Administrador
CC,1341,Alejandro,correo5@example.com,Administrador
CC,535,Carlos,correo3@example.com,Recepcionista
CE,1566,Juan,correo1@example.com,Empleado
CC,259,Santiago,correo1@example.com,Recepcionista
TI,2272,Samuel,correo2@example.com,Administrador
CIF,1997,Samuel,correo4@example.com,Gerente
TI,402,Alejandro,correo3@example.com,Empleado
pasaporte,1512,Jenny,correo5@example.com,Administrador
CE,2683,Santiago,correo3@example.com,Empleado
CE,1539,Juan,correo4@example.com,Empleado
CIF,2710,Ernesto,correo1@example.com,Gerente
CIF,2578,Samuel,correo1@example.com,Gerente
TI,465,Juan,correo4@example.com,Empleado
CE,946,Santiago,correo3@example.com,Gerente
pasaporte,1630,Juanita,correo2@example.com,Administrador
pasaporte,2755,Alejandro,correo3@example.com,Recepcionista
CC,289,Ernesto,correo3@example.com,Empleado
pasaporte,87,Jenny,correo4@example.com,Empleado
pasaporte,1941,Alejandro,correo1@example.com,Empleado
CC,472,Jenny,correo4@example.com,Administrador
CE,2158,Juliana,correo2@example.com,Empleado
pasaporte,1643,Jenny,correo2@example.com,Recepcionista
CE,2768,Santiago,correo3@example.com,Administrador
TI,713,Santiago,correo4@example.com,Gerente
pasaporte,216,Juan,correo4@example.com,Gerente
CIF,338,Alejandro,correo1@example.com,Administrador
CE,1176,Juanita,correo2@example.com,Empleado
pasaporte,1179,Samuel,correo2@example.com,Administrador
pasaporte,2276,Ernesto,correo3@example.com,Gerente
TI,1391,Jenny,correo5@example.com,Empleado
pasaporte,1037,Carlos,correo2@example.com,Empleado
pasaporte,2456,Alejandro,correo2@example.com,Empleado
CC,1370,Juan,correo1@example.com,Empleado
CIF,2181,Juan,correo4@example.com,Administrador
pasaporte,2731,Samuel,correo4@example.com,Administrador
TI,470,Juliana,correo1@example.com,Empleado
CIF,205,Juan,correo5@example.com,Administrador
TI,1387,Juanita,correo4@example.com,Empleado
pasaporte,1404,Juanita,correo3@example.com,Empleado
TI,2252,Juliana,correo2@example.com,Empleado
CE,1188,Juliana,correo1@example.com,Administrador
CIF,1519,Alejandro,correo2@example.com,Recepcionista
pasaporte,246,Alejandro,correo1@example.com,Gerente
CIF,2575,Alejandro,correo4@example.com,Administrador
CIF,78,Alejandro,correo3@example.com,Empleado
CE,2773,Juliana,correo2@example.com,Recepcionista
TI,151,Juan,correo5@example.com,Gerente
CC,1768,Juliana,correo2@example.com,Recepcionista
pasaporte,1246,Jenny,correo4@example.com,Empleado
CIF,489,Juanita,correo3@example.com,Administrador
pasaporte,1410,Samuel,correo5@example.com,Gerente
CIF,179,Juliana,correo4@example.com,Gerente
CC,1863,Jenny,correo2@example.com,Recepcionista
CE,2759,Samuel,correo4@example.com,Empleado
CE,1168,Juanita,correo1@example.com,Recepcionista
pasaporte,704,Carlos,correo3@example.com,Gerente
TI,1275,Juliana,correo2@example.com,Administrador
CC,1772,Santiago,correo3@example.com,Empleado
TI,2269,Santiago,correo3@example.com,Empleado
pasaporte,1456,Samuel,correo1@example.com,Recepcionista
pasaporte,450,Jenny,correo3@example.com,Gerente
CIF,2514,Juanita,correo1@example.com,Administrador
TI,35,Santiago,correo4@example.com,Recepcionista
pasaporte,1304,Ernesto,correo4@example.com,Gerente
TI,2921,Samuel,correo3@example.com,Recepcionista
TI,1242,Ernesto,correo4@example.com,Recepcionista
pasaporte,2535,Juanita,correo5@example.com,Administrador
TI,1220,Juliana,correo5@example.com,Gerente
CC,1817,Alejandro,correo2@example.com,Recepcionista
pasaporte,830,Jenny,correo4@example.com,Gerente
CIF,550,Carlos,correo4@example.com,Administrador
CIF,2010,Carlos,correo3@example.com,Empleado
CC,2197,Juliana,correo4@example.com,Empleado
TI,2824,Alejandro,correo4@example.com,Recepcionista
pasaporte,948,Juliana,correo5@example.com,Gerente
pasaporte,698,Santiago,correo5@example.com,Gerente
pasaporte,1537,Jenny,correo5@example.com,Empleado
CC,58,Carlos,correo1@example.com,Empleado
TI,764,Samuel,correo3@example.com,Gerente
CIF,902,Samuel,correo3@example.com,Gerente
pasaporte,1357,Ernesto,correo4@example.com,Administrador
pasaporte,1123,Santiago,correo4@example.com,Administrador
CIF,419,Santiago,correo1@example.com,Recepcionista
TI,2887,Carlos,correo4@example.com,Empleado
pasaporte,2426,Jenny,correo5@example.com,Empleado
CE,370,Santiago,correo3@example.com,Gerente
CIF,1298,Juliana,correo3@example.com,Recepcionista
CE,1125,Ernesto,correo2@example.com,Empleado
CIF,1525,Juliana,correo5@example.com,Administrador
CE,2946,Juanita,correo1@example.com,Empleado
CE,2456,Santiago,correo5@example.com,Gerente
pasaporte,1522,Alejandro,correo3@example.com,Empleado
pasaporte,128,Carlos,correo5@example.com,Empleado
pasaporte,2262,Juan,correo1@example.com,Gerente
pasaporte,134,Juliana,correo2@example.com,Administrador
TI,1021,Jenny,correo1@example.com,Gerente
CE,796,Juanita,correo5@example.com,Gerente
CIF,549,Alejandro,correo4@example.com,Administrador
pasaporte,2823,Santiago,correo4@example.com,Gerente
pasaporte,513,Santiago,correo5@example.com,Empleado
CE,527,Alejandro,correo5@example.com,Recepcionista
CE,133,Samuel,correo1@example.com,Administrador
CE,460,Juanita,correo5@example.com,Administrador
CE,2003,Juan,correo2@example.com,Empleado
TI,1856,Carlos,correo2@example.com,Administrador
CE,489,Juanita,correo3@example.com,Empleado
CE,198,Santiago,correo5@example.com,Administrador
CE,2241,Samuel,correo2@example.com,Recepcionista
CE,788,Carlos,correo1@example.com,Gerente
TI,634,Jenny,correo4@example.com,Administrador
CIF,2611,Juliana,correo5@example.com,Empleado
CC,936,Ernesto,correo3@example.com,Empleado
pasaporte,1069,Juliana,correo2@example.com,Empleado
CIF,2170,Santiago,correo5@example.com,Gerente
pasaporte,2685,Juliana,correo4@example.com,Gerente
CIF,1177,Ernesto,correo2@example.com,Recepcionista
CC,1663,Carlos,correo3@example.com,Gerente
CC,655,Juan,correo4@example.com,Empleado
TI,2892,Juanita,correo4@example.com,Recepcionista
CIF,2875,Santiago,correo2@example.com,Recepcionista
TI,1897,Ernesto,correo2@example.com,Recepcionista
CC,311,Juliana,correo2@example.com,Administrador
CC,2594,Juanita,correo4@example.com,Empleado
CC,229,Juan,correo2@example.com,Gerente
CC,2781,Juan,correo1@example.com,Administrador
CC,345,Samuel,correo4@example.com,Empleado
pasaporte,2741,Jenny,correo1@example.com,Empleado
TI,1915,Alejandro,correo4@example.com,Administrador
CIF,2380,Juan,correo3@example.com,Empleado
TI,363,Alejandro,correo4@example.com,Gerente
CC,698,Carlos,correo1@example.com,Empleado
CE,2382,Juliana,correo4@example.com,Recepcionista
TI,1616,Jenny,correo3@example.com,Recepcionista
CIF,2033,Juanita,correo4@example.com,Gerente
CC,1976,Juliana,correo3@example.com,Empleado
TI,2821,Ernesto,correo1@example.com,Empleado
pasaporte,1255,Juan,correo2@example.com,Gerente
CE,2591,Jenny,correo1@example.com,Recepcionista
TI,1184,Carlos,correo4@example.com,Administrador
CE,401,Alejandro,correo5@example.com,Empleado
CIF,287,Alejandro,correo5@example.com,Recepcionista
CIF,2965,Juanita,correo5@example.com,Empleado
pasaporte,71,Juanita,correo5@example.com,Gerente
TI,1596,Jenny,correo4@example.com,Recepcionista
pasaporte,2136,Alejandro,correo5@example.com,Empleado
CE,904,Juliana,correo1@example.com,Administrador
pasaporte,1069,Ernesto,correo3@example.com,Recepcionista
pasaporte,1456,Juan,correo4@example.com,Recepcionista
CIF,2867,Alejandro,correo1@example.com,Empleado
CIF,763,Juan,correo2@example.com,Administrador
CE,1187,Alejandro,correo2@example.com,Recepcionista
CC,479,Ernesto,correo4@example.com,Empleado
CE,1749,Carlos,correo1@example.com,Recepcionista
CE,397,Alejandro,correo4@example.com,Recepcionista
CE,298,Juanita,correo1@example.com,Administrador
CC,2787,Alejandro,correo5@example.com,Recepcionista
CIF,1480,Jenny,correo2@example.com,Empleado
TI,2602,Samuel,correo5@example.com,Empleado
CC,2959,Santiago,correo1@example.com,Empleado
CE,1909,Juliana,correo3@example.com,Empleado
TI,1959,Juanita,correo1@example.com,Administrador
CIF,2296,Alejandro,correo5@example.com,Gerente
CE,2230,Santiago,correo4@example.com,Recepcionista
pasaporte,2,Santiago,correo4@example.com,Gerente
CIF,68,Juan,correo4@example.com,Recepcionista
CC,2564,Ernesto,correo1@example.com,Empleado
CIF,2126,Jenny,correo1@example.com,Recepcionista
pasaporte,501,Juan,correo4@example.com,Recepcionista
CIF,1562,Santiago,correo4@example.com,Empleado
CE,1597,Juliana,correo1@example.com,Empleado
CE,2013,Carlos,correo4@example.com,Administrador
CC,936,Carlos,correo1@example.com,Recepcionista
TI,71,Alejandro,correo3@example.com,Recepcionista
TI,353,Jenny,correo5@example.com,Recepcionista
pasaporte,2564,Samuel,correo4@example.com,Administrador
CIF,229,Alejandro,correo2@example.com,Administrador
CE,2424,Juliana,correo4@example.com,Recepcionista
CE,1284,Santiago,correo4@example.com,Recepcionista
CC,39,Ernesto,correo5@example.com,Administrador
CIF,1613,Juanita,correo1@example.com,Administrador
CE,1338,Alejandro,correo2@example.com,Administrador
CC,1027,Juliana,correo2@example.com,Empleado
CE,1719,Carlos,correo5@example.com,Recepcionista
CC,759,Ernesto,correo1@example.com,Gerente
CE,2762,Samuel,correo2@example.com,Empleado
TI,77,Jenny,correo4@example.com,Recepcionista
CE,2240,Juliana,correo1@example.com,Empleado
TI,1297,Jenny,correo1@example.com,Empleado
TI,550,Carlos,correo1@example.com,Administrador
CE,2091,Juanita,correo3@example.com,Administrador
CC,661,Juliana,correo2@example.com,Administrador
CE,1186,Juanita,correo4@example.com,Recepcionista
TI,2980,Juliana,correo5@example.com,Administrador
TI,1496,Ernesto,correo3@example.com,Empleado
CE,1739,Juanita,correo3@example.com,Administrador
CIF,1765,Ernesto,correo3@example.com,Empleado
CC,2874,Alejandro,correo1@example.com,Empleado
TI,338,Samuel,correo3@example.com,Administrador
CC,1444,Juanita,correo2@example.com,Recepcionista
CIF,787,Jenny,correo1@example.com,Gerente
pasaporte,2470,Alejandro,correo4@example.com,Gerente
CC,64,Samuel,correo5@example.com,Administrador
CC,236,Carlos,correo3@example.com,Administrador
CC,2765,Juliana,correo1@example.com,Administrador
CE,2702,Carlos,correo2@example.com,Administrador
CE,144,Samuel,correo3@example.com,Administrador
pasaporte,2153,Santiago,correo3@example.com,Gerente
pasaporte,2334,Juanita,correo5@example.com,Gerente
pasaporte,1370,Samuel,correo3@example.com,Gerente
CIF,2288,Carlos,correo1@example.com,Administrador
CE,637,Jenny,correo2@example.com,Administrador
TI,2109,Carlos,correo4@example.com,Recepcionista
CIF,1163,Samuel,correo2@example.com,Empleado
CC,1285,Ernesto,correo2@example.com,Recepcionista
pasaporte,416,Jenny,correo4@example.com,Recepcionista
pasaporte,2146,Samuel,correo2@example.com,Gerente
CIF,2837,Ernesto,correo1@example.com,Recepcionista
CIF,63,Samuel,correo5@example.com,Gerente
CC,2578,Jenny,correo5@example.com,Recepcionista
CIF,1711,Jenny,correo3@example.com,Recepcionista
CC,43,Jenny,correo5@example.com,Recepcionista
pasaporte,491,Juliana,correo2@example.com,Empleado
TI,1265,Juliana,correo4@example.com,Gerente
CC,2085,Juan,correo2@example.com,Recepcionista
CC,2096,Jenny,correo4@example.com,Recepcionista
CIF,2390,Juliana,correo1@example.com,Gerente
CIF,11,Santiago,correo3@example.com,Gerente
CE,1328,Ernesto,correo2@example.com,Gerente
CC,2675,Juanita,correo3@example.com,Recepcionista
CE,2890,Juliana,correo5@example.com,Empleado
TI,1706,Juliana,correo5@example.com,Administrador
CIF,184,Juliana,correo3@example.com,Gerente
pasaporte,1274,Santiago,correo4@example.com,Gerente
CE,2151,Santiago,correo5@example.com,Empleado
CIF,2898,Carlos,correo3@example.com,Empleado
CE,363,Santiago,correo5@example.com,Empleado
CIF,2696,Alejandro,correo5@example.com,Gerente
TI,387,Juan,correo5@example.com,Empleado
CIF,2056,Jenny,correo5@example.com,Gerente
CIF,675,Carlos,correo4@example.com,Gerente
TI,16,Carlos,correo5@example.com,Administrador
CC,1398,Juan,correo1@example.com,Gerente
pasaporte,2223,Ernesto,correo5@example.com,Empleado
TI,138,Juliana,correo4@example.com,Administrador
TI,2806,Carlos,correo3@example.com,Administrador
CE,2333,Samuel,correo2@example.com,Administrador
CE,1513,Juanita,correo2@example.com,Administrador
TI,313,Juan,correo4@example.com,Gerente
CC,1124,Juanita,correo5@example.com,Administrador
CIF,715,Santiago,correo1@example.com,Administrador
CIF,2623,Jenny,correo5@example.com,Administrador
CE,2065,Juanita,correo2@example.com,Administrador
pasaporte,940,Juanita,correo4@example.com,Administrador
CIF,2318,Alejandro,correo2@example.com,Administrador
pasaporte,884,Alejandro,correo4@example.com,Recepcionista
TI,1677,Juanita,correo5@example.com,Empleado
CE,804,Jenny,correo4@example.com,Administrador
CE,2691,Santiago,correo2@example.com,Gerente
CIF,2463,Juanita,correo3@example.com,Gerente
TI,51,Juanita,correo1@example.com,Gerente
CC,2166,Santiago,correo5@example.com,Recepcionista
CC,2007,Jenny,correo3@example.com,Gerente
TI,1819,Juanita,correo2@example.com,Empleado
CC,142,Samuel,correo2@example.com,Gerente
pasaporte,828,Samuel,correo5@example.com,Recepcionista
CE,1218,Alejandro,correo3@example.com,Administrador
CIF,997,Alejandro,correo1@example.com,Empleado
TI,144,Juliana,correo3@example.com,Recepcionista
pasaporte,1120,Carlos,correo5@example.com,Gerente
TI,1936,Juanita,correo2@example.com,Administrador
TI,2907,Ernesto,correo3@example.com,Administrador
pasaporte,1724,Juanita,correo1@example.com,Administrador
CC,1278,Santiago,correo5@example.com,Recepcionista
pasaporte,1967,Carlos,correo4@example.com,Gerente
TI,2874,Ernesto,correo1@example.com,Administrador
TI,2982,Juliana,correo3@example.com,Administrador
pasaporte,1461,Alejandro,correo2@example.com,Empleado
CC,974,Ernesto,correo1@example.com,Gerente
CIF,1664,Carlos,correo2@example.com,Administrador
TI,2723,Ernesto,correo3@example.com,Gerente
CIF,2084,Juan,correo2@example.com,Gerente
CIF,2626,Juanita,correo1@example.com,Administrador
CE,1185,Juan,correo2@example.com,Empleado
CC,2476,Juan,correo3@example.com,Administrador
TI,2627,Alejandro,correo4@example.com,Administrador
pasaporte,1674,Carlos,correo4@example.com,Empleado
CIF,1881,Juan,correo3@example.com,Gerente
TI,2364,Carlos,correo3@example.com,Recepcionista
CC,1113,Juan,correo3@example.com,Recepcionista
CC,40,Juanita,correo4@example.com,Gerente
CC,1117,Juan,correo3@example.com,Empleado
pasaporte,2842,Alejandro,correo3@example.com,Empleado
pasaporte,809,Juliana,correo5@example.com,Gerente
TI,1702,Ernesto,correo2@example.com,Administrador
CE,409,Juliana,correo1@example.com,Empleado
CIF,891,Juanita,correo4@example.com,Administrador
CE,2487,Ernesto,correo3@example.com,Empleado
TI,409,Samuel,correo5@example.com,Administrador
TI,2034,Jenny,correo5@example.com,Empleado
TI,988,Ernesto,correo3@example.com,Administrador
pasaporte,2055,Juliana,correo1@example.com,Empleado
TI,1136,Alejandro,correo5@example.com,Administrador
pasaporte,1506,Carlos,correo3@example.com,Recepcionista
CE,112,Santiago,correo5@example.com,Recepcionista
TI,1334,Carlos,correo3@example.com,Empleado
CIF,2767,Alejandro,correo4@example.com,Empleado
pasaporte,2621,Jenny,correo4@example.com,Gerente
TI,2063,Juan,correo3@example.com,Gerente
TI,829,Juanita,correo1@example.com,Gerente
CIF,18,Carlos,correo5@example.com,Gerente
CIF,2004,Juanita,correo4@example.com,Gerente
CIF,44,Juanita,correo3@example.com,Gerente
CE,1118,Santiago,correo3@example.com,Recepcionista
CE,2755,Juliana,correo5@example.com,Gerente
pasaporte,1446,Jenny,correo1@example.com,Recepcionista
pasaporte,1270,Samuel,correo3@example.com,Gerente
CE,1241,Alejandro,correo1@example.com,Gerente
CE,2189,Carlos,correo4@example.com,Empleado
CC,1528,Jenny,correo2@example.com,Administrador
CE,1174,Samuel,correo5@example.com,Gerente
pasaporte,1783,Carlos,correo1@example.com,Gerente
CE,2863,Juliana,correo4@example.com,Empleado
CC,2350,Juanita,correo5@example.com,Recepcionista
TI,2366,Jenny,correo3@example.com,Administrador
CC,1773,Santiago,correo1@example.com,Administrador
TI,2129,Jenny,correo2@example.com,Empleado
pasaporte,1686,Jenny,correo4@example.com,Administrador
pasaporte,2558,Juliana,correo1@example.com,Recepcionista
CIF,275,Carlos,correo5@example.com,Recepcionista
CIF,2931,Juan,correo4@example.com,Gerente
CE,439,Santiago,correo2@example.com,Empleado
TI,2310,Juan,correo4@example.com,Gerente
CC,2535,Samuel,correo5@example.com,Empleado
CE,657,Juan,correo2@example.com,Empleado
TI,2339,Jenny,correo4@example.com,Recepcionista
TI,181,Ernesto,correo3@example.com,Recepcionista
CIF,42,Juliana,correo4@example.com,Administrador
TI,1787,Jenny,correo4@example.com,Gerente
pasaporte,1518,Juliana,correo5@example.com,Empleado
CE,267,Juan,correo2@example.com,Administrador
CIF,448,Juan,correo2@example.com,Empleado
CC,464,Ernesto,correo2@example.com,Administrador
pasaporte,419,Juanita,correo3@example.com,Empleado
CE,2414,Ernesto,correo3@example.com,Administrador
CIF,1346,Samuel,correo4@example.com,Administrador
CIF,621,Juan,correo4@example.com,Recepcionista
TI,2884,Samuel,correo1@example.com,Empleado
CC,541,Juan,correo5@example.com,Administrador
CIF,1355,Ernesto,correo3@example.com,Administrador
CIF,779,Jenny,correo2@example.com,Gerente
TI,2127,Alejandro,correo5@example.com,Empleado
pasaporte,1076,Jenny,correo4@example.com,Empleado
CIF,834,Carlos,correo1@example.com,Gerente
CIF,2588,Juanita,correo5@example.com,Empleado
CC,1237,Samuel,correo5@example.com,Recepcionista
CC,1653,Juanita,correo2@example.com,Recepcionista
CE,46,Ernesto,correo4@example.com,Empleado
CC,856,Alejandro,correo1@example.com,Empleado
pasaporte,578,Juan,correo5@example.com,Empleado
CC,315,Ernesto,correo2@example.com,Gerente
pasaporte,2610,Ernesto,correo2@example.com,Recepcionista
pasaporte,853,Alejandro,correo1@example.com,Gerente
pasaporte,1264,Jenny,correo1@example.com,Recepcionista
CIF,1386,Samuel,correo1@example.com,Recepcionista
TI,1783,Juliana,correo2@example.com,Administrador
CC,1849,Ernesto,correo5@example.com,Administrador
CIF,2741,Samuel,correo3@example.com,Administrador
pasaporte,2884,Santiago,correo4@example.com,Empleado
CIF,689,Carlos,correo4@example.com,Gerente
CIF,2440,Juan,correo5@example.com,Gerente
CE,607,Alejandro,correo4@example.com,Gerente
CIF,2768,Juan,correo3@example.com,Empleado
CC,1984,Juan,correo1@example.com,Empleado
CIF,230,Juliana,correo1@example.com,Gerente
TI,1450,Juan,correo1@example.com,Recepcionista
pasaporte,449,Alejandro,correo3@example.com,Administrador
TI,2285,Jenny,correo1@example.com,Gerente
pasaporte,536,Alejandro,correo1@example.com,Gerente
CC,2922,Juan,correo2@example.com,Empleado
TI,2319,Jenny,correo1@example.com,Gerente
TI,301,Juanita,correo2@example.com,Administrador
TI,1583,Juliana,correo5@example.com,Empleado
CC,2266,Jenny,correo4@example.com,Recepcionista
CE,2901,Juanita,correo1@example.com,Empleado
TI,2277,Santiago,correo2@example.com,Gerente
TI,1033,Jenny,correo4@example.com,Empleado
CE,2032,Juan,correo2@example.com,Gerente
pasaporte,954,Alejandro,correo1@example.com,Recepcionista
CC,2417,Juliana,correo5@example.com,Gerente
pasaporte,2203,Santiago,correo4@example.com,Recepcionista
CE,2101,Juanita,correo1@example.com,Empleado
CIF,572,Santiago,correo5@example.com,Empleado
TI,2574,Alejandro,correo4@example.com,Empleado
CE,158,Juan,correo5@example.com,Recepcionista
CC,2330,Samuel,correo1@example.com,Recepcionista
CC,485,Ernesto,correo4@example.com,Administrador
CIF,683,Jenny,correo5@example.com,Recepcionista
CC,1323,Santiago,correo5@example.com,Empleado
CC,1814,Santiago,correo5@example.com,Empleado
TI,1557,Juanita,correo1@example.com,Administrador
TI,432,Santiago,correo1@example.com,Gerente
CC,90,Juan,correo2@example.com,Empleado
